bed_id,branch,department,bed_type,occupied_date,occupied_flag
B8971,Chennai,General Medicine,General,07-04-2025,1
B8972,Bangalore,Orthopedics,General,22-05-2025,0
B8973,Chennai,Orthopedics,General,26-03-2025,0
B8974,Chennai,Oncology,ICU,19-09-2025,0
B8975,Bangalore,Orthopedics,ICU,15-03-2025,1
B8976,Chennai,Orthopedics,ICU,09-04-2025,0
B8977,Bangalore,Orthopedics,ICU,22-03-2025,1
B8978,Bangalore,Emergency,ICU,19-05-2025,1
B8979,Chennai,Orthopedics,ICU,15-09-2025,1
B8980,Coimbatore,Cardiology,General,02-10-2025,1
B8981,Bangalore,Pediatrics,ICU,20-04-2025,1
B8982,Coimbatore,Oncology,General,13-08-2025,1
B8983,Chennai,Oncology,General,09-08-2025,0
B8984,Chennai,Oncology,ICU,21-12-2025,1
B8985,Chennai,General Medicine,General,26-08-2025,1
B8986,Coimbatore,General Medicine,ICU,24-01-2025,1
B8987,Bangalore,Oncology,ICU,12-05-2025,1
B8988,Bangalore,Emergency,ICU,22-12-2025,1
B8989,Bangalore,General Medicine,ICU,04-02-2025,0
B8990,Coimbatore,General Medicine,ICU,20-12-2025,1
B8991,Bangalore,Oncology,General,28-10-2025,1
B8992,Coimbatore,General Medicine,General,11-06-2025,0
B8993,Chennai,Oncology,ICU,22-09-2025,1
B8994,Bangalore,Cardiology,General,25-04-2025,1
B8995,Bangalore,Orthopedics,ICU,02-09-2025,1
B8996,Coimbatore,Emergency,ICU,29-09-2025,1
B8997,Bangalore,Oncology,General,19-06-2025,1
B8998,Coimbatore,Oncology,ICU,07-12-2025,1
B8999,Chennai,Pediatrics,ICU,29-08-2025,0
B9000,Chennai,Emergency,General,19-08-2025,0
B9001,Coimbatore,General Medicine,ICU,14-07-2025,1
B9002,Chennai,Pediatrics,ICU,15-07-2025,1
B9003,Chennai,Oncology,General,21-11-2025,1
B9004,Bangalore,Pediatrics,General,18-07-2025,1
B9005,Chennai,Orthopedics,General,01-05-2025,1
B9006,Chennai,Oncology,General,26-03-2025,1
B9007,Coimbatore,General Medicine,General,29-10-2025,0
B9008,Chennai,Emergency,General,06-02-2025,1
B9009,Coimbatore,Cardiology,ICU,26-12-2025,0
B9010,Bangalore,Orthopedics,ICU,20-09-2025,1
B9011,Chennai,Cardiology,General,14-07-2025,0
B9012,Bangalore,Orthopedics,General,06-04-2025,1
B9013,Chennai,Oncology,ICU,24-02-2025,1
B9014,Bangalore,Orthopedics,ICU,23-02-2025,0
B9015,Bangalore,General Medicine,ICU,22-08-2025,0
B9016,Coimbatore,Pediatrics,General,04-11-2025,1
B9017,Chennai,Pediatrics,ICU,14-12-2025,0
B9018,Coimbatore,Orthopedics,General,10-08-2025,1
B9019,Chennai,Cardiology,ICU,14-05-2025,1
B9020,Bangalore,Oncology,ICU,29-07-2025,1
B9021,Chennai,Oncology,ICU,16-08-2025,1
B9022,Chennai,Emergency,General,14-12-2025,1
B9023,Bangalore,Cardiology,ICU,20-08-2025,0
B9024,Bangalore,Emergency,General,08-07-2025,1
B9025,Bangalore,Oncology,General,14-03-2025,1
B9026,Bangalore,Oncology,ICU,10-12-2025,1
B9027,Coimbatore,Oncology,General,09-03-2025,0
B9028,Coimbatore,Cardiology,General,04-09-2025,0
B9029,Bangalore,Cardiology,General,24-08-2025,0
B9030,Chennai,Cardiology,ICU,08-11-2025,0
B9031,Coimbatore,Cardiology,General,04-07-2025,1
B9032,Chennai,Emergency,General,26-10-2025,0
B9033,Coimbatore,Pediatrics,ICU,18-07-2025,1
B9034,Chennai,Emergency,General,24-09-2025,1
B9035,Coimbatore,Emergency,ICU,09-07-2025,1
B9036,Bangalore,Cardiology,ICU,13-02-2025,1
B9037,Chennai,Emergency,General,04-01-2025,1
B9038,Coimbatore,Cardiology,General,10-04-2025,0
B9039,Bangalore,Oncology,ICU,05-02-2025,1
B9040,Coimbatore,Emergency,General,18-11-2025,0
B9041,Bangalore,General Medicine,ICU,29-12-2025,1
B9042,Bangalore,Cardiology,General,08-05-2025,0
B9043,Coimbatore,Pediatrics,General,10-08-2025,0
B9044,Chennai,Cardiology,ICU,18-06-2025,1
B9045,Coimbatore,Cardiology,ICU,25-02-2025,1
B9046,Bangalore,Emergency,General,16-07-2025,1
B9047,Chennai,General Medicine,General,17-11-2025,1
B9048,Coimbatore,Emergency,ICU,09-06-2025,0
B9049,Chennai,Emergency,General,20-06-2025,1
B9050,Bangalore,General Medicine,General,10-08-2025,1
B9051,Bangalore,General Medicine,General,21-11-2025,1
B9052,Chennai,General Medicine,ICU,12-05-2025,1
B9053,Coimbatore,Orthopedics,General,16-04-2025,1
B9054,Chennai,Cardiology,General,13-11-2025,0
B9055,Coimbatore,Pediatrics,General,30-03-2025,0
B9056,Chennai,Orthopedics,General,27-09-2025,1
B9057,Coimbatore,Cardiology,General,23-10-2025,0
B9058,Chennai,General Medicine,ICU,02-06-2025,0
B9059,Chennai,Orthopedics,General,29-06-2025,0
B9060,Coimbatore,Oncology,ICU,24-11-2025,1
B9061,Chennai,General Medicine,General,13-10-2025,0
B9062,Coimbatore,Cardiology,ICU,12-11-2025,1
B9063,Coimbatore,Emergency,General,15-09-2025,1
B9064,Chennai,Cardiology,ICU,20-10-2025,1
B9065,Chennai,Pediatrics,ICU,19-10-2025,1
B9066,Coimbatore,General Medicine,ICU,07-12-2025,1
B9067,Bangalore,Emergency,ICU,20-03-2025,1
B9068,Bangalore,Oncology,General,12-01-2025,1
B9069,Coimbatore,Cardiology,General,13-06-2025,1
B9070,Chennai,Cardiology,ICU,17-03-2025,1
B9071,Coimbatore,General Medicine,General,15-01-2025,1
B9072,Coimbatore,Emergency,General,05-08-2025,1
B9073,Chennai,Cardiology,General,17-09-2025,1
B9074,Chennai,Emergency,General,05-04-2025,1
B9075,Chennai,Orthopedics,General,17-03-2025,1
B9076,Coimbatore,Oncology,ICU,06-07-2025,0
B9077,Bangalore,Orthopedics,ICU,09-10-2025,0
B9078,Chennai,Pediatrics,General,29-10-2025,0
B9079,Chennai,General Medicine,ICU,27-09-2025,0
B9080,Chennai,Cardiology,ICU,25-08-2025,0
B9081,Chennai,Pediatrics,ICU,31-07-2025,0
B9082,Coimbatore,Pediatrics,ICU,09-10-2025,1
B9083,Bangalore,General Medicine,General,23-04-2025,0
B9084,Coimbatore,Pediatrics,General,03-08-2025,0
B9085,Coimbatore,Cardiology,General,10-03-2025,1
B9086,Coimbatore,Emergency,ICU,27-10-2025,0
B9087,Bangalore,Oncology,General,27-07-2025,1
B9088,Coimbatore,General Medicine,General,09-07-2025,1
B9089,Coimbatore,Oncology,ICU,13-05-2025,0
B9090,Chennai,Orthopedics,ICU,11-02-2025,1
B9091,Coimbatore,Emergency,ICU,14-04-2025,0
B9092,Bangalore,Cardiology,General,30-05-2025,1
B9093,Chennai,Emergency,ICU,20-05-2025,1
B9094,Coimbatore,General Medicine,General,07-04-2025,1
B9095,Coimbatore,Oncology,General,06-10-2025,1
B9096,Chennai,Emergency,ICU,15-09-2025,0
B9097,Chennai,Oncology,ICU,01-07-2025,1
B9098,Bangalore,Emergency,ICU,10-09-2025,1
B9099,Chennai,Cardiology,General,19-02-2025,1
B9100,Chennai,Cardiology,ICU,02-04-2025,0
B9101,Bangalore,Orthopedics,General,24-02-2025,1
B9102,Bangalore,General Medicine,General,18-10-2025,1
B9103,Coimbatore,Pediatrics,ICU,22-02-2025,1
B9104,Chennai,Oncology,ICU,05-04-2025,0
B9105,Chennai,Oncology,General,03-07-2025,0
B9106,Coimbatore,Cardiology,ICU,29-07-2025,1
B9107,Bangalore,General Medicine,General,12-01-2025,0
B9108,Coimbatore,Oncology,General,08-05-2025,1
B9109,Coimbatore,Pediatrics,General,26-11-2025,0
B9110,Coimbatore,Cardiology,ICU,14-03-2025,0
B9111,Bangalore,General Medicine,General,01-02-2025,0
B9112,Bangalore,General Medicine,ICU,25-01-2025,0
B9113,Bangalore,General Medicine,General,21-09-2025,1
B9114,Chennai,Emergency,General,19-12-2025,1
B9115,Chennai,Orthopedics,General,11-09-2025,1
B9116,Chennai,Oncology,General,06-08-2025,1
B9117,Chennai,Cardiology,General,20-05-2025,1
B9118,Bangalore,Cardiology,General,10-06-2025,1
B9119,Coimbatore,Oncology,ICU,04-01-2025,0
B9120,Coimbatore,General Medicine,General,05-09-2025,0
B9121,Coimbatore,Oncology,General,14-05-2025,1
B9122,Chennai,Emergency,General,03-04-2025,1
B9123,Coimbatore,General Medicine,ICU,04-01-2025,0
B9124,Chennai,Cardiology,ICU,02-07-2025,1
B9125,Bangalore,Emergency,General,28-07-2025,0
B9126,Coimbatore,Orthopedics,General,26-08-2025,1
B9127,Chennai,Pediatrics,General,18-07-2025,0
B9128,Chennai,General Medicine,General,04-09-2025,1
B9129,Coimbatore,Cardiology,General,09-07-2025,1
B9130,Coimbatore,Orthopedics,ICU,05-08-2025,1
B9131,Coimbatore,Emergency,ICU,21-02-2025,1
B9132,Coimbatore,Oncology,General,03-05-2025,1
B9133,Bangalore,Pediatrics,ICU,22-06-2025,1
B9134,Coimbatore,Orthopedics,ICU,14-05-2025,0
B9135,Bangalore,Pediatrics,General,24-06-2025,1
B9136,Chennai,Emergency,General,06-03-2025,1
B9137,Coimbatore,Oncology,ICU,17-07-2025,1
B9138,Chennai,Pediatrics,ICU,18-05-2025,1
B9139,Chennai,Emergency,General,27-08-2025,1
B9140,Chennai,Cardiology,General,17-09-2025,1
B9141,Coimbatore,Cardiology,General,22-08-2025,1
B9142,Coimbatore,General Medicine,ICU,17-06-2025,1
B9143,Chennai,Emergency,ICU,25-06-2025,1
B9144,Coimbatore,Pediatrics,General,19-10-2025,1
B9145,Bangalore,Cardiology,ICU,16-09-2025,1
B9146,Bangalore,Cardiology,General,07-09-2025,0
B9147,Chennai,Emergency,General,12-06-2025,0
B9148,Bangalore,Cardiology,ICU,30-05-2025,1
B9149,Bangalore,Pediatrics,ICU,23-06-2025,0
B9150,Coimbatore,Oncology,General,02-04-2025,1
B9151,Coimbatore,General Medicine,ICU,02-04-2025,1
B9152,Coimbatore,Cardiology,ICU,03-03-2025,0
B9153,Coimbatore,General Medicine,ICU,03-03-2025,1
B9154,Bangalore,Emergency,General,08-11-2025,1
B9155,Coimbatore,Emergency,ICU,09-02-2025,1
B9156,Chennai,Pediatrics,ICU,25-10-2025,1
B9157,Coimbatore,Cardiology,ICU,24-02-2025,1
B9158,Chennai,Pediatrics,General,07-09-2025,1
B9159,Bangalore,Oncology,General,26-09-2025,0
B9160,Bangalore,Pediatrics,ICU,31-05-2025,0
B9161,Chennai,Oncology,ICU,06-12-2025,1
B9162,Bangalore,General Medicine,ICU,06-07-2025,1
B9163,Bangalore,Pediatrics,ICU,06-11-2025,1
B9164,Chennai,General Medicine,ICU,13-09-2025,1
B9165,Chennai,Pediatrics,General,04-03-2025,0
B9166,Chennai,Orthopedics,General,25-09-2025,0
B9167,Chennai,Cardiology,ICU,04-08-2025,0
B9168,Coimbatore,General Medicine,ICU,23-12-2025,1
B9169,Coimbatore,Emergency,ICU,27-02-2025,0
B9170,Coimbatore,Orthopedics,General,25-07-2025,1
B9171,Coimbatore,Pediatrics,ICU,29-04-2025,1
B9172,Coimbatore,Emergency,ICU,19-07-2025,1
B9173,Bangalore,Oncology,General,03-09-2025,1
B9174,Bangalore,Oncology,ICU,06-04-2025,1
B9175,Coimbatore,Oncology,ICU,27-03-2025,1
B9176,Chennai,General Medicine,ICU,02-12-2025,0
B9177,Bangalore,Orthopedics,ICU,08-10-2025,1
B9178,Chennai,Pediatrics,ICU,19-04-2025,1
B9179,Coimbatore,General Medicine,General,18-09-2025,1
B9180,Bangalore,General Medicine,General,21-09-2025,0
B9181,Bangalore,Emergency,General,21-07-2025,1
B9182,Chennai,General Medicine,ICU,11-03-2025,1
B9183,Bangalore,Emergency,General,17-01-2025,1
B9184,Bangalore,Emergency,ICU,04-04-2025,1
B9185,Bangalore,Pediatrics,General,04-03-2025,1
B9186,Chennai,Pediatrics,General,21-12-2025,0
B9187,Coimbatore,Emergency,General,19-11-2025,1
B9188,Coimbatore,Emergency,ICU,22-12-2025,1
B9189,Bangalore,Cardiology,ICU,05-12-2025,1
B9190,Chennai,Emergency,ICU,02-01-2025,1
B9191,Coimbatore,Oncology,ICU,30-09-2025,1
B9192,Chennai,Orthopedics,ICU,11-02-2025,1
B9193,Chennai,Oncology,ICU,28-05-2025,0
B9194,Bangalore,Pediatrics,ICU,27-11-2025,1
B9195,Chennai,Pediatrics,General,14-05-2025,1
B9196,Chennai,Orthopedics,General,01-08-2025,0
B9197,Bangalore,Emergency,ICU,17-02-2025,1
B9198,Coimbatore,Orthopedics,General,11-09-2025,1
B9199,Coimbatore,Orthopedics,ICU,10-11-2025,1
B9200,Bangalore,Cardiology,General,24-09-2025,1
B9201,Bangalore,Cardiology,General,10-01-2025,0
B9202,Bangalore,Emergency,General,11-10-2025,1
B9203,Chennai,Oncology,ICU,02-12-2025,1
B9204,Chennai,Pediatrics,ICU,27-10-2025,1
B9205,Coimbatore,Emergency,ICU,04-11-2025,1
B9206,Chennai,Pediatrics,ICU,09-08-2025,1
B9207,Chennai,Pediatrics,General,07-05-2025,0
B9208,Chennai,Cardiology,General,11-02-2025,0
B9209,Coimbatore,Cardiology,General,31-12-2025,1
B9210,Chennai,Pediatrics,ICU,24-08-2025,1
B9211,Bangalore,Oncology,General,15-09-2025,0
B9212,Chennai,Cardiology,ICU,01-08-2025,1
B9213,Chennai,General Medicine,ICU,09-10-2025,0
B9214,Chennai,Oncology,General,28-07-2025,1
B9215,Chennai,General Medicine,ICU,24-01-2025,1
B9216,Chennai,Oncology,General,13-09-2025,0
B9217,Coimbatore,General Medicine,General,06-07-2025,1
B9218,Coimbatore,Oncology,General,01-10-2025,1
B9219,Chennai,Emergency,ICU,10-03-2025,0
B9220,Chennai,Pediatrics,ICU,13-02-2025,1
B9221,Coimbatore,General Medicine,ICU,17-01-2025,0
B9222,Chennai,Emergency,General,04-02-2025,1
B9223,Bangalore,Oncology,General,14-10-2025,1
B9224,Coimbatore,General Medicine,ICU,24-11-2025,1
B9225,Chennai,Emergency,ICU,31-12-2025,1
B9226,Bangalore,Emergency,ICU,13-01-2025,1
B9227,Coimbatore,Oncology,ICU,26-08-2025,1
B9228,Bangalore,Emergency,ICU,07-01-2025,1
B9229,Coimbatore,Pediatrics,General,17-11-2025,0
B9230,Chennai,Pediatrics,ICU,06-02-2025,0
B9231,Chennai,Emergency,ICU,25-04-2025,0
B9232,Coimbatore,Emergency,General,05-02-2025,1
B9233,Coimbatore,Emergency,ICU,13-10-2025,1
B9234,Chennai,Pediatrics,ICU,10-02-2025,0
B9235,Bangalore,Emergency,General,13-09-2025,0
B9236,Bangalore,Emergency,ICU,15-01-2025,0
B9237,Coimbatore,Orthopedics,General,05-11-2025,1
B9238,Chennai,Pediatrics,ICU,25-05-2025,0
B9239,Chennai,General Medicine,General,31-12-2025,1
B9240,Coimbatore,Pediatrics,General,11-08-2025,1
B9241,Bangalore,Emergency,General,22-09-2025,0
B9242,Bangalore,Oncology,ICU,15-09-2025,1
B9243,Bangalore,Orthopedics,ICU,02-12-2025,0
B9244,Bangalore,Pediatrics,ICU,19-01-2025,1
B9245,Chennai,General Medicine,General,08-03-2025,0
B9246,Coimbatore,Cardiology,ICU,02-12-2025,1
B9247,Chennai,General Medicine,General,10-02-2025,1
B9248,Bangalore,Emergency,ICU,14-10-2025,1
B9249,Chennai,Emergency,ICU,22-09-2025,1
B9250,Bangalore,Pediatrics,General,31-12-2025,0
B9251,Coimbatore,Cardiology,General,07-06-2025,0
B9252,Coimbatore,General Medicine,General,13-09-2025,0
B9253,Coimbatore,Emergency,ICU,22-03-2025,1
B9254,Chennai,Oncology,ICU,23-06-2025,0
B9255,Bangalore,General Medicine,General,27-01-2025,1
B9256,Coimbatore,General Medicine,General,20-08-2025,1
B9257,Coimbatore,Pediatrics,General,12-11-2025,1
B9258,Coimbatore,General Medicine,General,14-11-2025,1
B9259,Coimbatore,Oncology,ICU,08-07-2025,1
B9260,Bangalore,General Medicine,General,17-11-2025,1
B9261,Coimbatore,Cardiology,ICU,09-06-2025,1
B9262,Bangalore,Cardiology,ICU,04-08-2025,1
B9263,Chennai,General Medicine,General,02-09-2025,0
B9264,Chennai,Emergency,ICU,11-03-2025,1
B9265,Bangalore,Cardiology,ICU,01-07-2025,0
B9266,Bangalore,Cardiology,General,21-10-2025,1
B9267,Coimbatore,Emergency,General,12-06-2025,1
B9268,Coimbatore,Orthopedics,General,04-08-2025,1
B9269,Bangalore,Orthopedics,ICU,04-08-2025,0
B9270,Bangalore,Orthopedics,ICU,05-04-2025,1
B9271,Coimbatore,General Medicine,General,13-12-2025,1
B9272,Bangalore,Emergency,General,16-12-2025,1
B9273,Chennai,Oncology,General,10-03-2025,0
B9274,Bangalore,Orthopedics,ICU,25-12-2025,1
B9275,Coimbatore,Oncology,ICU,28-05-2025,0
B9276,Coimbatore,Oncology,ICU,21-01-2025,1
B9277,Coimbatore,Pediatrics,ICU,18-10-2025,1
B9278,Coimbatore,Emergency,General,02-06-2025,0
B9279,Coimbatore,Oncology,General,02-07-2025,0
B9280,Coimbatore,General Medicine,ICU,26-01-2025,1
B9281,Chennai,General Medicine,ICU,04-11-2025,1
B9282,Bangalore,Orthopedics,ICU,07-11-2025,1
B9283,Bangalore,Orthopedics,ICU,04-08-2025,1
B9284,Chennai,General Medicine,ICU,02-05-2025,0
B9285,Bangalore,Cardiology,General,02-11-2025,0
B9286,Chennai,Orthopedics,General,27-04-2025,1
B9287,Bangalore,Cardiology,General,12-07-2025,1
B9288,Bangalore,Oncology,ICU,16-04-2025,1
B9289,Bangalore,Pediatrics,ICU,30-03-2025,0
B9290,Coimbatore,General Medicine,ICU,26-04-2025,1
B9291,Coimbatore,Pediatrics,General,14-02-2025,1
B9292,Bangalore,Pediatrics,General,24-08-2025,0
B9293,Chennai,Oncology,ICU,05-11-2025,1
B9294,Bangalore,Cardiology,General,11-06-2025,1
B9295,Bangalore,General Medicine,General,01-09-2025,0
B9296,Chennai,General Medicine,General,05-11-2025,1
B9297,Chennai,Cardiology,ICU,11-10-2025,1
B9298,Coimbatore,Pediatrics,ICU,05-10-2025,1
B9299,Chennai,Oncology,ICU,10-12-2025,1
B9300,Chennai,Oncology,General,03-09-2025,0
B9301,Bangalore,Emergency,General,26-04-2025,1
B9302,Bangalore,Oncology,General,17-12-2025,1
B9303,Coimbatore,Emergency,General,05-05-2025,1
B9304,Coimbatore,General Medicine,ICU,08-10-2025,1
B9305,Chennai,Orthopedics,ICU,23-04-2025,1
B9306,Bangalore,Pediatrics,General,06-12-2025,1
B9307,Chennai,General Medicine,General,15-06-2025,1
B9308,Bangalore,Oncology,ICU,08-03-2025,0
B9309,Bangalore,General Medicine,ICU,29-07-2025,1
B9310,Bangalore,Cardiology,General,30-12-2025,1
B9311,Coimbatore,Emergency,ICU,26-11-2025,0
B9312,Coimbatore,Emergency,General,01-08-2025,1
B9313,Coimbatore,Cardiology,ICU,16-09-2025,0
B9314,Bangalore,Orthopedics,General,25-09-2025,1
B9315,Chennai,Emergency,General,02-10-2025,0
B9316,Coimbatore,Emergency,General,15-03-2025,0
B9317,Chennai,Pediatrics,ICU,15-11-2025,1
B9318,Bangalore,Oncology,ICU,01-12-2025,1
B9319,Coimbatore,Oncology,ICU,13-03-2025,1
B9320,Bangalore,Orthopedics,General,05-03-2025,1
B9321,Chennai,Pediatrics,ICU,17-01-2025,1
B9322,Coimbatore,Emergency,General,05-06-2025,1
B9323,Chennai,Oncology,General,16-05-2025,1
B9324,Coimbatore,General Medicine,General,26-06-2025,1
B9325,Coimbatore,General Medicine,General,08-02-2025,0
B9326,Bangalore,Oncology,ICU,25-03-2025,1
B9327,Bangalore,Emergency,General,14-06-2025,1
B9328,Chennai,Oncology,General,24-06-2025,1
B9329,Bangalore,General Medicine,General,18-10-2025,0
B9330,Chennai,Oncology,ICU,27-02-2025,1
B9331,Coimbatore,General Medicine,General,30-07-2025,1
B9332,Bangalore,Emergency,ICU,26-12-2025,1
B9333,Bangalore,Oncology,General,10-11-2025,0
B9334,Coimbatore,General Medicine,General,06-11-2025,1
B9335,Coimbatore,Orthopedics,ICU,02-02-2025,0
B9336,Coimbatore,General Medicine,General,14-04-2025,1
B9337,Chennai,Cardiology,ICU,02-11-2025,1
B9338,Bangalore,General Medicine,ICU,09-03-2025,1
B9339,Bangalore,Oncology,ICU,02-03-2025,0
B9340,Chennai,Cardiology,ICU,04-02-2025,1
B9341,Coimbatore,Oncology,General,25-11-2025,1
B9342,Chennai,Orthopedics,ICU,31-08-2025,1
B9343,Chennai,Pediatrics,General,18-05-2025,1
B9344,Bangalore,General Medicine,General,14-01-2025,1
B9345,Coimbatore,General Medicine,General,02-09-2025,1
B9346,Chennai,Orthopedics,ICU,18-10-2025,1
B9347,Bangalore,Pediatrics,ICU,23-11-2025,0
B9348,Coimbatore,Oncology,ICU,23-06-2025,1
B9349,Chennai,Oncology,ICU,19-04-2025,1
B9350,Bangalore,Pediatrics,General,26-02-2025,1
B9351,Coimbatore,General Medicine,ICU,01-10-2025,1
B9352,Bangalore,General Medicine,ICU,06-07-2025,1
B9353,Bangalore,Orthopedics,General,07-05-2025,1
B9354,Coimbatore,General Medicine,ICU,28-04-2025,1
B9355,Coimbatore,Pediatrics,ICU,03-11-2025,0
B9356,Coimbatore,Oncology,General,01-10-2025,1
B9357,Chennai,Pediatrics,General,04-12-2025,1
B9358,Coimbatore,General Medicine,ICU,26-06-2025,1
B9359,Bangalore,General Medicine,ICU,01-03-2025,0
B9360,Coimbatore,Emergency,General,27-01-2025,0
B9361,Coimbatore,Pediatrics,ICU,08-04-2025,0
B9362,Bangalore,Emergency,ICU,23-01-2025,0
B9363,Coimbatore,Oncology,ICU,01-01-2025,1
B9364,Chennai,Cardiology,ICU,14-01-2025,1
B9365,Bangalore,General Medicine,General,05-08-2025,1
B9366,Coimbatore,General Medicine,General,05-06-2025,1
B9367,Coimbatore,Pediatrics,ICU,05-03-2025,1
B9368,Coimbatore,Emergency,General,10-07-2025,1
B9369,Coimbatore,Pediatrics,ICU,11-06-2025,1
B9370,Bangalore,Pediatrics,General,10-06-2025,1
B9371,Coimbatore,Orthopedics,ICU,26-05-2025,1
B9372,Bangalore,Emergency,ICU,03-06-2025,1
B9373,Coimbatore,Cardiology,General,21-11-2025,0
B9374,Chennai,Pediatrics,General,29-07-2025,0
B9375,Coimbatore,Emergency,ICU,05-01-2025,1
B9376,Chennai,Pediatrics,General,15-01-2025,1
B9377,Chennai,Cardiology,General,11-11-2025,0
B9378,Coimbatore,General Medicine,General,22-04-2025,1
B9379,Bangalore,Emergency,General,08-08-2025,1
B9380,Chennai,General Medicine,ICU,13-05-2025,0
B9381,Coimbatore,Oncology,ICU,29-07-2025,1
B9382,Chennai,Pediatrics,ICU,01-09-2025,0
B9383,Bangalore,General Medicine,ICU,26-03-2025,0
B9384,Chennai,Pediatrics,ICU,21-03-2025,0
B9385,Chennai,Emergency,ICU,20-02-2025,1
B9386,Bangalore,Orthopedics,ICU,02-09-2025,1
B9387,Chennai,Pediatrics,ICU,18-08-2025,1
B9388,Bangalore,General Medicine,ICU,04-03-2025,1
B9389,Coimbatore,Orthopedics,ICU,17-05-2025,1
B9390,Bangalore,Oncology,General,15-09-2025,0
B9391,Bangalore,Orthopedics,ICU,30-09-2025,0
B9392,Chennai,Pediatrics,General,07-09-2025,1
B9393,Bangalore,Cardiology,ICU,25-11-2025,1
B9394,Coimbatore,Orthopedics,General,22-05-2025,0
B9395,Coimbatore,Oncology,General,03-10-2025,1
B9396,Bangalore,Emergency,General,17-06-2025,1
B9397,Bangalore,General Medicine,General,09-10-2025,1
B9398,Bangalore,Orthopedics,ICU,20-08-2025,1
B9399,Bangalore,Pediatrics,General,01-01-2025,0
B9400,Chennai,Emergency,ICU,05-05-2025,1
B9401,Coimbatore,Orthopedics,ICU,13-02-2025,0
B9402,Coimbatore,Emergency,General,10-01-2025,0
B9403,Bangalore,Orthopedics,General,09-05-2025,1
B9404,Coimbatore,Oncology,ICU,25-07-2025,1
B9405,Bangalore,Orthopedics,ICU,11-10-2025,1
B9406,Coimbatore,General Medicine,ICU,10-04-2025,1
B9407,Bangalore,Cardiology,General,27-02-2025,1
B9408,Coimbatore,Cardiology,General,04-01-2025,1
B9409,Chennai,Orthopedics,ICU,16-11-2025,1
B9410,Chennai,General Medicine,General,04-08-2025,0
B9411,Coimbatore,Pediatrics,General,10-10-2025,1
B9412,Bangalore,Orthopedics,ICU,02-09-2025,0
B9413,Chennai,General Medicine,ICU,06-03-2025,1
B9414,Coimbatore,Emergency,General,23-05-2025,1
B9415,Bangalore,Cardiology,General,22-06-2025,1
B9416,Chennai,Oncology,General,26-01-2025,0
B9417,Chennai,Orthopedics,General,09-12-2025,1
B9418,Coimbatore,Cardiology,General,15-08-2025,0
B9419,Chennai,Emergency,General,07-04-2025,1
B9420,Bangalore,Oncology,General,16-09-2025,0
B9421,Chennai,Cardiology,ICU,06-11-2025,1
B9422,Coimbatore,Oncology,ICU,10-02-2025,0
B9423,Chennai,Emergency,ICU,31-10-2025,0
B9424,Coimbatore,Orthopedics,ICU,17-01-2025,1
B9425,Coimbatore,Emergency,General,23-08-2025,1
B9426,Bangalore,Cardiology,ICU,17-12-2025,1
B9427,Chennai,Orthopedics,ICU,12-11-2025,1
B9428,Coimbatore,General Medicine,ICU,19-01-2025,1
B9429,Bangalore,Pediatrics,General,29-03-2025,0
B9430,Chennai,Cardiology,General,24-11-2025,1
B9431,Chennai,Oncology,General,07-10-2025,1
B9432,Bangalore,Emergency,ICU,30-03-2025,0
B9433,Bangalore,Emergency,ICU,12-07-2025,1
B9434,Chennai,Pediatrics,General,19-12-2025,0
B9435,Bangalore,Cardiology,General,25-11-2025,1
B9436,Bangalore,Cardiology,ICU,25-02-2025,1
B9437,Coimbatore,General Medicine,General,13-11-2025,1
B9438,Bangalore,Emergency,ICU,06-06-2025,1
B9439,Bangalore,Cardiology,ICU,26-08-2025,1
B9440,Coimbatore,Emergency,General,14-08-2025,1
B9441,Chennai,Pediatrics,General,26-03-2025,1
B9442,Chennai,Orthopedics,General,20-03-2025,0
B9443,Chennai,General Medicine,ICU,06-03-2025,1
B9444,Chennai,Cardiology,General,12-02-2025,1
B9445,Bangalore,Oncology,ICU,25-06-2025,1
B9446,Chennai,Orthopedics,General,30-08-2025,1
B9447,Chennai,General Medicine,ICU,04-10-2025,1
B9448,Bangalore,Emergency,General,03-03-2025,1
B9449,Coimbatore,Cardiology,ICU,19-08-2025,1
B9450,Bangalore,Pediatrics,General,26-09-2025,1
B9451,Chennai,General Medicine,General,29-07-2025,1
B9452,Coimbatore,Oncology,General,18-07-2025,1
B9453,Coimbatore,Oncology,General,21-08-2025,1
B9454,Coimbatore,Pediatrics,General,24-08-2025,0
B9455,Chennai,Oncology,ICU,03-07-2025,1
B9456,Bangalore,General Medicine,General,26-12-2025,1
B9457,Coimbatore,Emergency,ICU,28-12-2025,1
B9458,Chennai,Oncology,ICU,25-11-2025,1
B9459,Coimbatore,Cardiology,ICU,26-10-2025,1
B9460,Bangalore,Orthopedics,ICU,18-02-2025,1
B9461,Chennai,Emergency,ICU,04-10-2025,1
B9462,Coimbatore,Orthopedics,ICU,29-12-2025,1
B9463,Bangalore,Orthopedics,General,30-09-2025,1
B9464,Coimbatore,Emergency,General,25-06-2025,0
B9465,Bangalore,Oncology,General,25-06-2025,1
B9466,Bangalore,Orthopedics,ICU,25-09-2025,1
B9467,Coimbatore,Orthopedics,ICU,23-07-2025,1
B9468,Coimbatore,General Medicine,ICU,26-02-2025,1
B9469,Coimbatore,General Medicine,ICU,21-01-2025,1
