doctor_id,date,hours_scheduled,hours_utilized
D111,28-07-2025,8,5.1
D72,11-01-2025,8,6.6
D136,11-09-2025,8,5.9
D129,14-08-2025,8,3.5
D34,26-02-2025,8,3.6
D125,05-11-2025,8,7.5
D36,02-06-2025,8,6.3
D95,03-01-2025,8,6.9
D34,06-12-2025,8,6.5
D5,07-07-2025,8,6.7
D102,30-09-2025,8,5.6
D92,13-07-2025,8,6.8
D93,04-12-2025,8,7.2
D73,16-02-2025,8,7
D94,19-11-2025,8,5.5
D120,14-05-2025,8,7.8
D37,06-07-2025,8,3.2
D110,06-07-2025,8,4.3
D118,25-10-2025,8,4.8
D60,16-11-2025,8,8
D58,02-01-2025,8,3.4
D120,31-07-2025,8,3.2
D13,22-10-2025,8,5.8
D6,02-10-2025,8,7.7
D105,05-11-2025,8,5.9
D47,09-11-2025,8,6.9
D79,01-01-2025,8,6.4
D42,17-09-2025,8,4.9
D10,26-04-2025,8,6.5
D16,07-06-2025,8,5.9
D121,19-05-2025,8,7.8
D55,05-12-2025,8,6.6
D44,08-06-2025,8,6.9
D98,26-01-2025,8,4.8
D97,27-08-2025,8,5.3
D45,09-01-2025,8,6.6
D71,29-07-2025,8,3.8
D10,09-02-2025,8,5.1
D12,05-10-2025,8,7.6
D82,16-07-2025,8,7.6
D52,11-08-2025,8,6.9
D118,28-02-2025,8,5.6
D20,30-11-2025,8,4.9
D101,20-04-2025,8,6.8
D41,06-12-2025,8,7.1
D95,12-10-2025,8,4.6
D77,21-06-2025,8,3.5
D83,26-02-2025,8,3.4
D17,16-07-2025,8,6
D150,21-07-2025,8,3.4
D6,07-06-2025,8,3.2
D139,08-09-2025,8,6.2
D147,08-12-2025,8,7.3
D124,17-08-2025,8,4.4
D83,25-05-2025,8,7.5
D100,09-12-2025,8,7.6
D139,14-01-2025,8,6.2
D80,21-06-2025,8,6.6
D103,16-04-2025,8,6.2
D17,19-02-2025,8,4.2
D135,15-08-2025,8,6.3
D17,12-12-2025,8,4.8
D84,25-03-2025,8,4.1
D9,18-01-2025,8,3.6
D72,01-04-2025,8,4.4
D138,21-10-2025,8,4.5
D68,26-03-2025,8,5.2
D119,25-09-2025,8,6.1
D142,21-02-2025,8,5.9
D61,21-01-2025,8,3.5
D35,27-10-2025,8,4.9
D143,14-08-2025,8,3.8
D101,19-11-2025,8,6.6
D129,11-09-2025,8,6
D31,26-11-2025,8,4
D26,12-01-2025,8,5.7
D69,25-11-2025,8,6.8
D23,03-12-2025,8,6.2
D123,14-03-2025,8,3.7
D18,04-04-2025,8,3.3
D18,01-08-2025,8,3.9
D41,16-10-2025,8,6.7
D58,28-01-2025,8,4.7
D74,25-05-2025,8,4.5
D14,30-07-2025,8,7.9
D104,11-03-2025,8,4.1
D121,22-06-2025,8,6
D71,02-02-2025,8,3.4
D109,23-01-2025,8,4.6
D50,13-11-2025,8,7.5
D5,22-02-2025,8,7.3
D11,15-09-2025,8,4.8
D68,01-12-2025,8,6.1
D67,09-06-2025,8,4.5
D112,17-07-2025,8,7.2
D137,23-07-2025,8,6.8
D127,15-11-2025,8,6.9
D41,17-03-2025,8,4.6
D107,05-04-2025,8,4.5
D59,09-05-2025,8,7.4
D1,14-10-2025,8,6.7
D119,11-10-2025,8,7.6
D76,27-01-2025,8,7.2
D124,29-12-2025,8,6.5
D95,07-03-2025,8,5.4
D19,05-06-2025,8,3.3
D19,16-11-2025,8,5.8
D79,10-02-2025,8,7.4
D23,16-07-2025,8,6.3
D10,20-11-2025,8,6.4
D138,12-11-2025,8,7.3
D114,21-11-2025,8,7.6
D9,26-05-2025,8,3.5
D132,18-06-2025,8,5.4
D44,07-09-2025,8,6.6
D105,16-04-2025,8,6
D144,29-10-2025,8,5
D64,19-03-2025,8,7.2
D63,26-05-2025,8,6
D123,03-10-2025,8,4.1
D76,07-08-2025,8,3.5
D141,04-09-2025,8,3.8
D57,14-02-2025,8,6.7
D38,01-07-2025,8,6.1
D67,06-05-2025,8,7.9
D98,28-03-2025,8,6.2
D98,16-10-2025,8,5.1
D81,14-11-2025,8,3.1
D125,12-12-2025,8,7.2
D44,01-05-2025,8,5
D91,26-02-2025,8,6.2
D44,12-05-2025,8,5
D30,07-12-2025,8,4.1
D146,06-12-2025,8,7.3
D92,25-11-2025,8,5.1
D31,19-04-2025,8,6
D77,31-05-2025,8,7.7
D2,08-05-2025,8,7.1
D24,20-10-2025,8,3.6
D42,18-01-2025,8,5.3
D13,16-04-2025,8,7.5
D59,02-04-2025,8,3.2
D51,13-05-2025,8,7
D5,16-05-2025,8,3.2
D91,04-11-2025,8,6.3
D47,04-12-2025,8,3.2
D133,21-06-2025,8,3.4
D61,19-02-2025,8,6.5
D128,15-11-2025,8,4
D140,10-07-2025,8,3.5
D79,09-12-2025,8,5.1
D22,05-02-2025,8,7.2
D56,21-12-2025,8,4.6
D5,17-09-2025,8,7.4
D26,23-01-2025,8,4.7
D29,08-12-2025,8,6.1
D62,17-02-2025,8,6.7
D35,15-02-2025,8,6.8
D10,04-08-2025,8,3.4
D44,07-08-2025,8,7.8
D123,15-11-2025,8,3
D85,10-02-2025,8,3.8
D39,29-12-2025,8,5.7
D106,30-06-2025,8,7.5
D70,09-11-2025,8,7
D20,22-08-2025,8,5.1
D63,16-05-2025,8,6.1
D92,09-04-2025,8,7.2
D107,24-12-2025,8,5.3
D127,15-04-2025,8,3.3
D50,12-08-2025,8,3.6
D75,23-09-2025,8,4
D99,09-03-2025,8,3.7
D28,17-04-2025,8,4.5
D78,05-07-2025,8,4.8
D93,10-05-2025,8,6
D148,30-10-2025,8,6.7
D128,09-10-2025,8,5.1
D97,28-03-2025,8,4.5
D108,15-01-2025,8,7.6
D129,16-10-2025,8,7.6
D23,23-02-2025,8,7.6
D46,09-09-2025,8,8
D134,01-09-2025,8,6.3
D17,15-12-2025,8,6.7
D144,18-12-2025,8,6.6
D83,24-02-2025,8,6.5
D145,24-12-2025,8,3.4
D149,23-06-2025,8,7.5
D48,13-04-2025,8,7.8
D134,28-02-2025,8,3.7
D60,25-05-2025,8,3.6
D115,04-05-2025,8,3.9
D71,13-02-2025,8,3.4
D57,19-10-2025,8,7.4
D44,14-11-2025,8,4.1
D61,04-04-2025,8,7.5
D120,10-06-2025,8,7.9
D121,22-04-2025,8,6.8
D120,06-10-2025,8,3.5
D148,30-08-2025,8,6.8
D15,13-10-2025,8,4.5
D64,17-11-2025,8,7.8
D142,10-11-2025,8,7
D24,29-03-2025,8,4.9
D46,28-01-2025,8,6.1
D103,29-09-2025,8,4.5
D34,21-10-2025,8,7.1
D22,02-12-2025,8,5.2
D1,22-02-2025,8,4.3
D47,10-07-2025,8,4.9
D41,13-07-2025,8,4.7
D89,25-06-2025,8,3.4
D99,02-03-2025,8,5.6
D119,14-11-2025,8,5.9
D142,01-07-2025,8,4.5
D137,13-02-2025,8,4.3
D3,08-04-2025,8,5.5
D59,25-11-2025,8,3.2
D53,09-09-2025,8,4.1
D42,06-07-2025,8,4.5
D92,03-01-2025,8,6.4
D1,12-07-2025,8,4
D126,02-11-2025,8,5.2
D97,04-08-2025,8,7.5
D74,15-11-2025,8,4
D77,09-05-2025,8,7.7
D149,04-09-2025,8,3.1
D38,14-09-2025,8,3.9
D133,13-02-2025,8,6.6
D57,05-09-2025,8,6.8
D60,07-03-2025,8,5.8
D115,26-01-2025,8,7.5
D94,20-04-2025,8,5.9
D39,20-11-2025,8,4.4
D149,11-09-2025,8,3.9
D104,13-04-2025,8,6.4
D113,08-11-2025,8,5.2
D128,11-04-2025,8,7.7
D141,25-03-2025,8,6.6
D100,29-10-2025,8,5.5
D56,29-01-2025,8,4.3
D142,12-04-2025,8,6.1
D145,06-06-2025,8,5.5
D83,06-08-2025,8,7.8
D125,20-07-2025,8,4.9
D20,29-07-2025,8,6.9
D62,30-09-2025,8,4.8
D10,06-07-2025,8,7
D28,02-03-2025,8,3.3
D83,09-09-2025,8,4.9
D125,25-05-2025,8,6.2
D38,13-10-2025,8,4.8
D20,24-12-2025,8,3.4
D36,30-07-2025,8,6.4
D7,17-10-2025,8,3.7
D62,27-03-2025,8,7.1
D128,01-03-2025,8,4.6
D52,25-05-2025,8,4.7
D119,28-07-2025,8,6
D138,05-05-2025,8,7.9
D64,24-08-2025,8,6.9
D58,02-03-2025,8,5.6
D79,25-08-2025,8,6.1
D88,28-03-2025,8,4.8
D133,08-02-2025,8,7.6
D80,20-01-2025,8,7.5
D19,07-07-2025,8,3.5
D143,08-09-2025,8,4.9
D149,24-06-2025,8,6.6
D134,26-04-2025,8,3.2
D39,26-05-2025,8,3.2
D36,05-06-2025,8,3.8
D94,31-08-2025,8,7.8
D2,14-03-2025,8,5.5
D63,05-04-2025,8,7.9
D125,04-07-2025,8,5.3
D110,27-06-2025,8,7
D134,29-05-2025,8,7.6
D134,15-09-2025,8,7.7
D27,08-11-2025,8,5.9
D103,27-12-2025,8,6.3
D25,22-02-2025,8,3.9
D37,09-01-2025,8,6.2
D127,11-03-2025,8,6.2
D149,06-08-2025,8,3.2
D3,06-07-2025,8,7.6
D7,09-07-2025,8,4.9
D4,06-08-2025,8,3.7
D84,25-05-2025,8,3.7
D113,16-05-2025,8,5.2
D37,07-11-2025,8,5.4
D69,05-01-2025,8,6.8
D111,27-02-2025,8,7.7
D104,23-04-2025,8,3.4
D68,01-09-2025,8,4.9
D106,08-03-2025,8,4.4
D101,25-09-2025,8,7.4
D101,04-01-2025,8,3.9
D42,07-08-2025,8,4.6
D1,31-10-2025,8,5
D148,18-01-2025,8,6.4
D76,30-06-2025,8,3.1
D10,07-10-2025,8,3.1
D4,16-08-2025,8,5.1
D80,05-01-2025,8,7.4
D6,01-06-2025,8,5.6
D7,23-09-2025,8,3.7
D78,11-02-2025,8,3.3
D22,09-11-2025,8,3.9
D142,31-01-2025,8,3.9
D109,03-04-2025,8,7.4
D77,31-07-2025,8,7.8
D115,09-09-2025,8,8
D100,10-09-2025,8,4
D6,18-11-2025,8,7.9
D143,28-11-2025,8,4.9
D7,22-01-2025,8,3.7
D106,19-05-2025,8,5.8
D68,30-03-2025,8,3.8
D73,24-11-2025,8,5.1
D66,07-12-2025,8,6.4
D8,26-07-2025,8,7.9
D28,19-05-2025,8,4.6
D21,19-06-2025,8,6.3
D150,25-07-2025,8,5.1
D150,17-10-2025,8,7.1
D65,29-03-2025,8,3.4
D43,21-05-2025,8,3.5
D23,22-11-2025,8,3.2
D146,31-03-2025,8,5.1
D52,25-05-2025,8,6.6
D55,03-07-2025,8,6
D35,06-09-2025,8,4.5
D92,28-02-2025,8,3.6
D62,04-04-2025,8,7.1
D3,21-01-2025,8,6.7
D146,26-09-2025,8,4.8
D109,06-04-2025,8,7.8
D62,30-01-2025,8,5.8
D10,06-01-2025,8,4.9
D19,12-01-2025,8,3.5
D103,07-09-2025,8,7.1
D9,14-05-2025,8,4.9
D93,26-06-2025,8,7.6
D30,18-10-2025,8,3.5
D150,28-01-2025,8,4.6
D69,09-09-2025,8,4.5
D110,19-12-2025,8,7.1
D15,07-07-2025,8,5.7
D99,04-09-2025,8,5.2
D33,05-05-2025,8,7.6
D69,26-05-2025,8,7.6
D20,18-10-2025,8,3.8
D91,22-07-2025,8,3.1
D19,13-04-2025,8,4.1
D63,17-12-2025,8,6.1
D37,11-12-2025,8,7.7
D17,31-03-2025,8,3.5
D49,22-03-2025,8,6.3
D34,06-09-2025,8,6.2
D137,20-01-2025,8,6.5
D147,09-03-2025,8,6.5
D140,14-03-2025,8,4.8
D79,23-04-2025,8,4.5
D25,11-04-2025,8,3.9
D34,13-09-2025,8,5.3
D68,03-08-2025,8,5.1
D46,10-03-2025,8,4.5
D45,01-10-2025,8,3.9
D2,20-01-2025,8,4.8
D38,14-09-2025,8,5.9
D142,02-06-2025,8,7.6
D136,16-01-2025,8,7.9
D23,14-03-2025,8,3.6
D34,02-09-2025,8,7
D109,13-02-2025,8,3.3
D15,03-04-2025,8,4.3
D23,03-08-2025,8,4.6
D71,19-04-2025,8,7
D114,09-06-2025,8,5.5
D13,08-08-2025,8,5.4
D67,28-07-2025,8,5.6
D73,27-12-2025,8,4.5
D129,16-04-2025,8,3.6
D69,15-07-2025,8,3.4
D8,05-08-2025,8,3.3
D145,05-06-2025,8,4.2
D54,19-06-2025,8,7.6
D3,08-09-2025,8,5.4
D29,26-02-2025,8,4.7
D10,18-08-2025,8,4.3
D108,23-12-2025,8,5.4
D2,20-04-2025,8,5
D116,18-08-2025,8,4.2
D61,22-08-2025,8,3.1
D25,15-06-2025,8,3.5
D27,06-12-2025,8,6.1
D44,13-03-2025,8,3.5
D55,16-08-2025,8,7.5
D12,11-09-2025,8,4.6
D47,09-03-2025,8,3
D59,29-04-2025,8,4.5
D9,21-06-2025,8,5.8
D72,25-05-2025,8,4.1
D132,31-10-2025,8,4.7
D46,17-02-2025,8,7.7
D7,05-04-2025,8,4.3
D148,24-05-2025,8,7.2
D19,09-03-2025,8,5.2
D7,30-10-2025,8,6
D43,15-10-2025,8,5.1
D128,29-04-2025,8,7.8
D52,13-07-2025,8,3
D33,16-04-2025,8,4
D64,08-05-2025,8,3.3
D126,22-11-2025,8,7.4
D114,24-02-2025,8,7.2
D123,03-01-2025,8,3.2
D119,02-03-2025,8,3.3
D101,16-10-2025,8,6.9
D150,04-11-2025,8,5.7
D116,08-09-2025,8,5.2
D6,28-11-2025,8,4.6
D123,09-09-2025,8,3.3
D81,07-06-2025,8,5.5
D65,24-12-2025,8,3.2
D136,01-09-2025,8,5.3
D72,05-04-2025,8,7.7
D120,28-08-2025,8,6.7
D67,19-04-2025,8,5.1
D35,08-09-2025,8,3.5
D36,12-05-2025,8,7.7
D18,01-03-2025,8,7.1
D113,09-08-2025,8,7.3
D59,12-12-2025,8,4.9
D131,24-09-2025,8,4.8
D51,15-10-2025,8,7.9
D102,01-05-2025,8,4.8
D72,22-07-2025,8,7.7
D119,16-10-2025,8,4.4
D78,29-04-2025,8,4.8
D52,13-03-2025,8,4.4
D100,04-12-2025,8,7.5
D19,16-09-2025,8,5.8
D66,25-11-2025,8,7.8
D28,25-06-2025,8,3.3
D126,29-09-2025,8,3.2
D75,29-12-2025,8,7.3
D69,26-04-2025,8,8
D107,24-04-2025,8,7.5
D28,01-03-2025,8,7.2
D102,04-03-2025,8,6.7
D56,10-08-2025,8,4.3
D128,30-11-2025,8,7.8
D69,28-10-2025,8,7
D58,04-08-2025,8,4.3
D141,26-09-2025,8,5.7
D128,27-05-2025,8,6
D135,15-01-2025,8,7.8
D48,07-03-2025,8,7.5
D3,16-09-2025,8,6.4
D93,11-10-2025,8,6.2
D62,28-03-2025,8,4
D64,12-02-2025,8,5.9
D58,28-02-2025,8,7.5
D62,26-07-2025,8,3.6
D19,21-06-2025,8,5.6
D3,24-05-2025,8,7.3
D9,24-10-2025,8,5.7
D35,07-05-2025,8,4.4
D48,17-04-2025,8,7
D27,09-01-2025,8,5.1
D14,29-01-2025,8,4
D143,25-04-2025,8,5.1
D81,20-07-2025,8,6
D144,21-05-2025,8,7.1
D96,28-04-2025,8,6.6
D36,02-09-2025,8,7
D22,27-12-2025,8,5.7
D3,13-06-2025,8,3.4
D36,23-09-2025,8,5.9
D104,22-04-2025,8,5.6
D120,06-09-2025,8,3.8
D96,07-07-2025,8,4.7
D119,24-05-2025,8,3.4
D6,13-11-2025,8,5.5
D122,13-07-2025,8,3.5
D62,11-10-2025,8,5.3
D9,29-06-2025,8,3.5
D20,25-07-2025,8,7.3
D75,04-04-2025,8,7.1
D142,13-02-2025,8,5.5
D136,22-10-2025,8,3.2
D93,13-02-2025,8,7.5
D39,16-10-2025,8,5.8
D103,10-10-2025,8,7.1
D86,06-09-2025,8,5
D64,29-08-2025,8,8
D49,06-07-2025,8,6.9
D111,22-09-2025,8,6.5
D135,08-06-2025,8,4.7
D61,16-03-2025,8,5.1
D100,06-11-2025,8,5.6
D28,12-12-2025,8,4.3
D92,30-12-2025,8,7
D9,15-12-2025,8,3.5
D16,12-03-2025,8,7.7
D135,16-09-2025,8,6.1
D38,01-12-2025,8,3.4
D2,22-12-2025,8,7.4
D142,08-09-2025,8,6.6
D139,12-05-2025,8,7
D94,06-09-2025,8,3.8
D16,16-05-2025,8,5
D149,05-03-2025,8,5.3
D133,07-02-2025,8,3.5
D74,21-05-2025,8,5
D95,22-08-2025,8,4.9
D88,25-10-2025,8,7.2
D113,08-01-2025,8,6.3
D100,11-12-2025,8,7.5
D133,10-07-2025,8,3.3
D25,23-08-2025,8,7.3
D116,30-04-2025,8,5.3
D94,24-02-2025,8,3.5
D46,14-10-2025,8,6.2
D74,08-11-2025,8,7.1
D57,30-09-2025,8,5.6
D17,27-12-2025,8,3.6
D134,03-12-2025,8,4.3
D90,04-01-2025,8,4.8
D56,16-10-2025,8,6.1
D133,01-01-2025,8,7.6
D47,10-08-2025,8,4.3
D24,14-10-2025,8,3.8
D132,08-07-2025,8,6.5
D71,25-06-2025,8,6.7
D22,15-09-2025,8,6.6
D5,29-06-2025,8,6.7
D67,25-11-2025,8,6.4
D63,22-12-2025,8,3.5
D28,04-10-2025,8,6.9
D61,13-04-2025,8,7.2
D147,16-03-2025,8,3.1
D109,29-11-2025,8,3.4
D111,19-01-2025,8,6.7
D59,20-07-2025,8,5.7
D38,31-01-2025,8,4.8
D106,02-11-2025,8,4.7
D103,12-06-2025,8,3
D59,01-05-2025,8,3.1
D95,27-07-2025,8,5.3
D52,12-07-2025,8,6
D55,20-07-2025,8,4.4
D94,20-09-2025,8,5.8
D133,18-07-2025,8,4.1
D81,05-07-2025,8,7.2
D108,24-03-2025,8,3.9
D25,10-10-2025,8,6.3
D108,26-08-2025,8,4.9
D72,05-07-2025,8,7.3
D96,30-05-2025,8,6.4
D139,31-12-2025,8,3.1
D103,12-01-2025,8,4.1
D80,16-06-2025,8,4.7
D70,28-05-2025,8,6
D129,02-09-2025,8,5.8
D52,10-05-2025,8,5.7
D137,10-12-2025,8,7.2
D42,11-09-2025,8,6.6
D130,24-07-2025,8,3.9
D104,29-12-2025,8,4.4
D134,09-09-2025,8,3.5
D27,26-07-2025,8,3.7
D19,09-07-2025,8,4.6
D51,24-06-2025,8,6.8
D20,04-12-2025,8,3.8
D101,15-08-2025,8,6
D65,17-03-2025,8,6.6
D123,05-05-2025,8,7.7
D20,01-03-2025,8,3.4
D6,13-06-2025,8,4.2
D139,26-06-2025,8,7.4
D22,06-12-2025,8,7.9
D80,13-07-2025,8,6.1
D67,03-08-2025,8,4.4
D40,31-07-2025,8,5.6
D28,16-02-2025,8,4.1
D83,26-02-2025,8,3.1
D129,08-08-2025,8,3.8
D64,09-04-2025,8,4.6
D37,03-09-2025,8,4
D135,12-12-2025,8,5.3
D18,29-01-2025,8,6.9
D60,23-02-2025,8,3.5
D149,27-02-2025,8,3.1
D145,07-09-2025,8,5.4
D15,09-02-2025,8,4.1
D51,12-07-2025,8,4.7
D97,23-07-2025,8,6.8
D117,15-09-2025,8,6.4
D93,21-08-2025,8,5.1
D77,12-11-2025,8,7.8
D56,28-04-2025,8,4.9
D119,07-02-2025,8,4.1
D51,07-05-2025,8,7.6
D129,26-03-2025,8,6.2
D27,14-12-2025,8,7.2
D76,06-01-2025,8,6.2
D83,23-03-2025,8,6.4
D71,20-09-2025,8,4.4
D58,26-02-2025,8,6.3
D142,25-02-2025,8,6.1
D15,08-01-2025,8,4.2
D53,17-05-2025,8,4.2
D7,12-09-2025,8,3.8
D75,12-08-2025,8,4.8
D134,12-06-2025,8,6.2
D73,25-07-2025,8,5.9
D126,29-04-2025,8,4.5
D110,08-06-2025,8,6.8
D106,17-07-2025,8,6.8
D120,23-03-2025,8,3.5
D20,21-02-2025,8,5.4
D101,23-10-2025,8,3.8
D134,09-12-2025,8,4.4
D72,07-06-2025,8,4.4
D11,24-06-2025,8,7.3
D143,02-01-2025,8,4.6
D94,07-05-2025,8,5.7
D30,13-02-2025,8,3.8
D30,05-08-2025,8,3.1
D145,08-06-2025,8,5.5
D26,10-04-2025,8,6.9
D14,20-02-2025,8,4.1
D140,30-08-2025,8,4
D72,05-04-2025,8,5.3
D132,08-10-2025,8,3.1
D100,06-02-2025,8,3.3
D100,30-08-2025,8,6.1
D135,09-04-2025,8,7.5
D36,28-04-2025,8,3.4
D19,18-06-2025,8,6.6
D84,06-01-2025,8,6.3
D88,13-09-2025,8,6.2
D62,19-06-2025,8,5.1
D150,29-07-2025,8,7.1
D141,30-04-2025,8,4.5
D125,30-08-2025,8,3.1
D17,16-01-2025,8,3.4
D125,14-09-2025,8,8
D24,15-02-2025,8,3.1
D143,12-10-2025,8,7.5
D13,17-11-2025,8,6.7
D16,17-04-2025,8,4
D95,13-05-2025,8,6.9
D15,20-07-2025,8,5.7
D150,06-02-2025,8,6.7
D70,19-05-2025,8,7.1
D84,13-12-2025,8,7.9
D121,30-01-2025,8,5.3
D133,27-07-2025,8,6.5
D75,04-11-2025,8,3.3
D58,08-04-2025,8,6.2
D93,14-05-2025,8,4.4
D37,18-05-2025,8,3.4
D56,05-12-2025,8,7.3
D45,28-03-2025,8,4.9
D144,10-01-2025,8,3
D140,13-01-2025,8,5.4
D81,29-07-2025,8,6.3
D122,08-08-2025,8,7
D59,08-05-2025,8,4.4
D12,29-01-2025,8,7.7
D26,09-03-2025,8,3.7
D53,24-06-2025,8,3.5
D70,01-09-2025,8,7.2
D5,10-05-2025,8,5.4
D95,12-02-2025,8,3.9
D10,24-01-2025,8,3.7
D3,07-06-2025,8,5.6
D4,17-04-2025,8,6.4
D105,26-08-2025,8,5.6
D16,01-04-2025,8,7.8
D20,31-07-2025,8,7.2
D126,20-02-2025,8,4.2
D81,19-12-2025,8,5.5
D28,11-12-2025,8,7.7
D141,06-01-2025,8,6.9
D119,17-05-2025,8,4.1
D65,25-02-2025,8,5.9
D96,03-08-2025,8,5.9
D138,03-07-2025,8,5.9
D89,28-09-2025,8,6.2
D88,06-01-2025,8,3
D29,31-10-2025,8,6.4
D149,23-07-2025,8,6.4
D85,01-12-2025,8,3.7
D138,05-10-2025,8,4.2
D83,05-06-2025,8,5.5
D129,11-06-2025,8,4.9
D61,13-10-2025,8,5.1
D37,11-07-2025,8,3.4
D13,28-10-2025,8,6.6
D15,14-04-2025,8,4.4
D91,17-07-2025,8,3.5
D39,16-07-2025,8,4.1
D60,04-04-2025,8,7.1
D132,18-03-2025,8,6.2
D39,23-02-2025,8,7.7
D54,05-07-2025,8,3.9
D135,22-06-2025,8,6.6
D115,09-08-2025,8,3.8
D146,13-06-2025,8,5.1
D112,24-11-2025,8,6.3
D73,21-09-2025,8,3.7
D92,16-04-2025,8,4.8
D43,15-09-2025,8,6.8
D97,23-09-2025,8,6.9
D61,01-01-2025,8,4.5
D5,04-02-2025,8,5.4
D27,16-12-2025,8,5.1
D69,14-06-2025,8,6.1
D3,25-10-2025,8,5.5
D45,03-10-2025,8,5.2
D43,24-01-2025,8,6
D60,15-10-2025,8,4.2
D130,03-06-2025,8,5.9
D86,27-03-2025,8,6.7
D68,19-12-2025,8,5.8
D108,02-05-2025,8,5.3
D60,30-05-2025,8,7.6
D131,23-11-2025,8,6.6
D20,18-07-2025,8,7.7
D131,20-06-2025,8,4.6
D84,20-12-2025,8,6.9
D60,03-08-2025,8,3.5
D105,11-07-2025,8,7.3
D136,16-07-2025,8,4
D111,28-02-2025,8,3.5
D29,12-09-2025,8,6.8
D105,12-08-2025,8,7.5
D64,27-03-2025,8,5.2
D122,22-09-2025,8,7.5
D74,04-05-2025,8,6.7
D53,23-06-2025,8,5.8
D58,02-08-2025,8,7.8
D45,31-05-2025,8,6.2
D144,26-11-2025,8,4.6
D74,29-05-2025,8,4.5
D61,20-12-2025,8,3
D60,19-06-2025,8,3.6
D53,19-05-2025,8,7.8
D90,12-11-2025,8,5
D42,16-08-2025,8,5.4
D115,23-12-2025,8,4.7
D65,27-04-2025,8,4.7
D101,08-02-2025,8,5.1
D109,14-01-2025,8,5.2
D106,27-11-2025,8,4.4
D112,22-08-2025,8,3.5
D139,24-09-2025,8,3.9
D1,04-05-2025,8,7.2
D98,01-03-2025,8,3.3
D100,20-11-2025,8,5.6
D80,26-03-2025,8,6.2
D29,14-05-2025,8,7.2
D119,10-07-2025,8,5.7
D87,29-09-2025,8,3.1
D8,14-05-2025,8,3.3
D53,11-07-2025,8,7.5
D63,04-08-2025,8,5.7
D107,10-06-2025,8,4.2
D16,24-12-2025,8,4.7
D9,16-07-2025,8,7
D94,07-01-2025,8,4.7
D148,03-05-2025,8,6.3
D28,24-11-2025,8,3.5
D130,16-03-2025,8,3.6
D102,11-09-2025,8,4.8
D28,14-12-2025,8,6.2
D82,20-02-2025,8,6.3
D26,29-03-2025,8,7.6
D6,25-09-2025,8,5.3
D9,26-11-2025,8,4.6
D29,23-11-2025,8,4.7
D43,24-07-2025,8,4.5
D110,05-10-2025,8,5.8
D66,24-12-2025,8,7.6
D95,18-06-2025,8,6.4
D4,08-04-2025,8,7.6
D94,12-08-2025,8,5.4
D73,27-08-2025,8,7.9
D53,04-01-2025,8,3.8
D96,12-04-2025,8,5.4
D119,07-07-2025,8,6.3
D110,29-10-2025,8,6.3
D126,12-12-2025,8,6.5
D75,30-04-2025,8,6.6
D88,23-05-2025,8,3.9
D133,14-04-2025,8,4.7
D32,28-12-2025,8,4.2
D119,11-04-2025,8,3.9
D67,01-09-2025,8,6.2
D97,19-09-2025,8,6.6
D58,30-04-2025,8,5.6
D120,17-07-2025,8,5.3
D98,27-02-2025,8,6
D1,18-03-2025,8,7.1
D69,28-05-2025,8,6.7
D10,16-09-2025,8,6.6
D34,09-06-2025,8,7.1
D105,22-09-2025,8,7.8
D25,05-02-2025,8,6.1
D114,15-04-2025,8,6.6
D38,02-04-2025,8,6.6
D101,28-06-2025,8,8
D99,24-10-2025,8,6.7
D23,01-02-2025,8,5.8
D99,15-11-2025,8,4.8
D93,15-02-2025,8,4.2
D76,11-04-2025,8,6.6
D9,31-07-2025,8,3.3
D56,16-06-2025,8,5.9
D42,21-04-2025,8,3.9
D65,22-07-2025,8,7.9
D133,27-06-2025,8,4
D60,24-07-2025,8,6.3
D52,03-03-2025,8,3.6
D125,24-07-2025,8,5.6
D143,17-12-2025,8,4.1
D7,20-05-2025,8,6
D122,28-08-2025,8,3.6
D97,25-09-2025,8,5.2
D27,18-01-2025,8,7.4
D146,20-10-2025,8,6.1
D80,27-03-2025,8,4.9
D100,25-03-2025,8,5.4
D77,29-06-2025,8,4.1
D150,08-02-2025,8,6.8
D113,07-05-2025,8,3.7
D47,04-07-2025,8,6.5
D62,08-12-2025,8,4.5
D72,04-05-2025,8,4.1
D17,21-03-2025,8,6.5
D39,23-05-2025,8,6.6
D35,16-10-2025,8,4.7
D146,03-08-2025,8,3.8
D135,15-03-2025,8,5.9
D98,01-10-2025,8,6.1
D148,31-01-2025,8,4.5
D2,27-06-2025,8,5.5
D33,25-06-2025,8,8
D83,11-08-2025,8,7.3
D110,23-08-2025,8,5.1
D116,24-11-2025,8,3.1
D141,08-11-2025,8,8
D99,29-10-2025,8,4.9
D111,23-06-2025,8,6
D69,14-10-2025,8,3.3
D32,11-09-2025,8,6.1
D16,31-07-2025,8,7
D34,04-11-2025,8,3.3
D119,30-06-2025,8,7.7
D130,21-08-2025,8,3.3
D118,05-11-2025,8,5.4
D74,02-07-2025,8,4.6
D50,29-09-2025,8,7.5
D70,21-06-2025,8,5.7
D144,11-10-2025,8,3.9
D86,28-04-2025,8,5.7
D69,12-09-2025,8,7.4
D105,05-02-2025,8,4.3
D134,09-07-2025,8,4.7
D141,17-03-2025,8,7.8
D6,06-05-2025,8,4.4
D89,18-09-2025,8,5.9
D111,18-04-2025,8,5.7
D112,02-01-2025,8,7
D90,03-08-2025,8,7.1
D92,22-11-2025,8,3.7
